,label,text
9026,0,Congressman Robert Hurt has a plan to cut education by 40 percent.
9028,1,The federal health care law raises taxes and cuts Medicare.
9029,1,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that."
9031,0,Says President Barack Obama has not raised taxes.
9032,1,SaysDonald Trump called pregnant employees an inconvenience.
9034,1,McCain opposes repeal of the death tax.
9036,0,"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus."
9037,1,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure."
9039,0,"While (Chris Christie) talks about job creation, we dont see jobs being created in this state."
9041,1,We have more scientists and engineers per square mile than anywhere in the world.
9042,1,The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.
9043,1,The (Wisconsin) governor has proposed tax giveaways to corporations.
9045,0,"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in."
9047,0,The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.
9049,1,The 12 hottest years on record have come in the last 15 years.
9051,0,"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds."
9052,1,We got a million jobs.
9054,1,Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.
9055,0,Bill White has presided over the construction of what may be the worlds largest abortion clinic.
9056,0,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.
9057,1,"As governor, I cut $5 billion in spending."
9061,1,"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV."
9066,1,Corporate taxes will soon be the highest in the industrialized world.
9067,0,Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. The only thing that kept this from happening was his assassination.
9068,0,"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield."
9069,0,Herman Cain is a pro-choice candidate.
9070,0,Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.
9071,1,"Says if elected, he would be the first Mayor who lives east of 82nd."
9072,1,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.
9073,1,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165."""
9075,1,"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent."
9077,1,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).
9078,0,The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.
9079,0,Abortion is the second-most conducted surgical procedure in this country.
9080,1,"In New Orleans, nearly100 percent of our kids are in charter schools."
9081,0,The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.
9082,1,"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio."
9083,1,Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.
9084,1,She stood by our National Guard and Reserve and kept standing till they received health care they deserved.
9085,1,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up."
9087,1,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.
9088,0,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople."
9090,1,Mental health provisions related to mass shootings got over 90 votes in the Senate.
9091,1,"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males."
9094,1,"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s."
9095,0,No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.
9096,0,Were inches away from no longer having a free economy.
9100,1,Obamacare carries on even under a government shutdown.
9101,0,Atlanta Public Schools 2011 CRCT tests were given under the strictest security possible.
9102,0,Says Barack Obama promised gasoline at $2.50 a gallon.
9105,1,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.
9106,1,"Were losing almost 6,000 state jobs."
9107,1,"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home."
9109,0,"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique."
9110,1,Florida has more concealed weapons permits than any other state.
9113,1,"I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny."
9114,0,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.
9116,0,"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it."
9120,1,Says abortions are decreasing.
9121,1,Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.
9122,0,Those who fail to buy health insurance under Obamacare face the threat of jail time.
9123,1,"Since December 2010 Florida has created 540,000 new jobs."
9124,0,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.
9125,1,The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.
9126,0,On choosing a Texas House speaker
9127,1,She flunked the D.C. bar exam.
9128,1,"Because of the new health care law, 2.5 million young adults now have coverage."
9129,1,Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.
9130,1,Farouk is on fire.
9132,0,Obamacare adds trillions to our deficits and to our national debt.
9133,0,"Frankly, (Hillary Clinton) doesnt do very well with women."
9134,0,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.
9135,0,The gun industry isthe only business in America that is wholly protected from any kind of liability.
9136,1,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.
9140,1,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.
9142,1,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions."""
9143,1,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.
9144,0,"Health insurance companies are making record profits, right now."
9145,1,"Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year."
9148,0,"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen."
9149,1,Says Thom Tillis refuses to say what we should do to combat ISIS.
9150,0,"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves."
9151,0,Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.
9152,1,Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.
9154,1,(The farm bill) has aprovision that would in many ways reduce the deficit.
9155,0,Nobodys invited us to the Obama events in Atlanta.
9156,0,A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.
9157,1,Only about a third of Texans who enroll in college graduate.
9158,1,"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation."
9159,1,"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets."
9161,1,Christmas trees are grown in all 50 States.
9163,1,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000."
9166,0,Barack Hussein Obama will ... force Christian schools to hire non-Christian teachers.
9168,0,On an early date for Floridas presidential primary
9170,0,Says drug dealers have overdosed on purpose to avoid prosecution.
9171,1,"Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day."
9172,0,"A few months into office, (President Barack Obama) traveled around the globe to apologize for America."
9173,0,The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.
9177,1,Says Ohio has 77 job training programs spread across 13 state agencies.
9178,0,The five Guantanamo detainees swapped for Bowe Bergdahl are right now back on the battlefield.
9179,1,Clinton said great things about NAFTA until she started running for president.
9180,1,Members of the military dont contribute toward their pension.
9184,0,There are no earmarks in the stimulus bill.
9185,0,"Under those eight years before (Barack)Obama came along, we didnt have any successful radical Islamic terrorist attack in the United States since Sept. 11, 2001."
9187,1,"Forty-five percent of those whove been unemployed, theyve been unemployed for six months or longer."
9191,1,Says Senate candidate Katie McGinty made thousands from companies she previously regulated.
9193,1,Says Hillary Clinton tripled the number of people with AIDS whose lives are being saved .. and it did not cost you any more money.
9194,1,Florida ranks last in the ratio of employees to residents...And Florida is dead last in the nation in state employee payroll expenditures per resident.
9196,0,Every engine manufacturer in the United States is now in the state of Texas.
9198,0,"In 2011, (the Islamic State) attempted to attack Fort Knox."
9201,1,Undocumented immigrants pay $12 billion of taxes every single year.
9202,0,The average student comes out of college hundreds of thousands of dollars in debt.
9205,0,20 million people could lose their current coverage including our senior citizens who are on Medicare.
9206,0,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent."""
9207,0,"If Buehler were elected, our vote-by-mail system would be at risk."
9208,0,Lindsey Graham endorsed Charlie Crist for U.S. Senate.
9210,1,Tennessees appeals court judges were selected by a handful of party officials in Nashville before the system of merit selection was put into effect.
9211,0,"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four."
9212,0,Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.
9214,1,Says he forced Washington to open up the Arctic Ocean to oil drilling.
9215,0,New food safety legislation will regulate backyard gardening.
9216,1,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year."
9217,1,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms."
9218,1,The United Nations has conducted 172 successful peacekeeping missions and negotiations.
9220,1,RIPTA has really some of the fullest buses for its transit agency size around the country.
9224,1,The Obama administration has cut taxes on small businesses 17 times.
9226,0,Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancyexcept for Congressman Heck.
9229,1,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices."""
9230,0,"On most things except witch trials, Virginia will always have been first."
9232,0,Lady Gaga announced she would cover her face until Trump gets fired from office.
9233,1,Dan Webster would force victims of rape and incest to bear their attackers child.
9234,1,"The Great Lakes Compact has a loophole. And the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less."
9238,0,"In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health."
9239,1,If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.
9240,1,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement."""
9241,0,A majority of our students are trapped in underperforming schools.
9243,0,"Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy. And the holiday should be replaced by Patriots Day, celebrated every year on 9/11."
9244,0,Alex Sink wants to cut Medicare.
9245,1,Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.
9246,1,"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured."
9249,0,"In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds."
9250,0,Says Obama flip-flopped on withdrawing troops from Iraq.
9251,1,Federal law adopted under Tommy Thompsons watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens
9253,1,"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period."
9254,0,Foreign Trade Zones allow U.S. land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here.
9255,0,Non-defense discretionary spending has increased by over 80 percent in the last two years.
9256,0,Claims credit for food tax reductions that previous Democrat regimes refused to make.
9257,1,"Two million new jobs have been created, in California since 2011."
9259,1,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day."
9260,0,[Georgia] Republicans have mismanaged unemployment benefits.
9263,1,"The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived."
9265,0,"Says the fertilizer plant that exploded in West, Texas,had not been inspected by the state of Texas since 2006."
9266,1,"Says Hillary Clinton was completely exonerated, when I was in the White House by an officialinquiryon Whitewater."
9267,1,Former Gov. Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters.
9268,1,Federal regulations required the changes to Georgias drivers license renewal process.
9269,0,Hillary Clinton invented ISIS with her stupid policies. She is responsible for ISIS.
9270,0,Fifty-three percent of teens in Central Falls are getting pregnant.
9271,0,Says Mitt Romney called the Arizona law a model for the nation.
9273,0,There was some sort of informal commitment to build a (psychiatric) building in downtown Cleveland.
9274,1,Snitker has been virtually ignored by the major media.
9275,1,There are 86 languages spoken at Miami Dade College.
9279,1,The Capitol was built by slaves.
9280,0,On applying prosecutorial discretion to immigration cases.
9283,1,"Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state."
9284,1,Says Oregon canned blueberries will be cheaper in South Korea thanks to a trade agreement.
9286,0,John Cornyn voted twice in 2013 to back Obamas amnesty plan.
9287,0,"Under Barack Obama, the fewest number of adults are working since Jimmy Carters presidency."
9288,1,"I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way."
9289,1,Says U.S. Senate candidate David Perdue flip-flopped on releasing his tax returns.
9290,0,"Says he helped bring Uline company to Kenosha area, creating 800 local jobs."
9291,1,Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.
9292,1,Sherrod Brown failed to pay his own taxes three separate times.
9293,1,"The Central Falls fire department is one of the lowest, if not the lowest, paid fire departments in the state and entire region."
9294,1,"Says Ronald Reagan understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases."
9299,1,No one in the country has ever built a brand new sports facility and created this kind of development at the same time.
9301,1,Says Connie Mack was the only member of the Florida delegation that voted against a bill to help NASA.
9302,1,The U.S. gun homicide rate is 20 times the combined rate of other western nations.
9303,0,Miami-Dade has the nations highest-rated tap water.
9304,0,Says Barack Obama is the only president to ever cut $500 billion from Medicare.
9307,1,The United States is the oldest democracy in the world.
9308,0,"In the Senate version of the health reform bill, ""Every enrollee in the Office of Personnel Management enrolled plan, every enrollee has to pay a minimum of $1 per month towards reproductive rights, which includes abortion."""
9309,1,Says she oversaw an audit that won the city $2 million in franchise fees.
9311,1,Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.
9313,0,Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President.
9314,1,United States of America is twenty-sixth in school performance in the world.
9315,1,"The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal."
9316,1,The University of Wisconsin System budget is the biggest it has ever been.
9317,1,There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.
9318,1,Property taxes had increased 70 percent in the previous 10 years.
9319,0,"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim."
9320,1,Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.
9321,0,"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment."""
9323,0,Mike Morell testified and told Congress that the reason Obama has not bombed ISISoil fields is theyre concerned about global warming.
9324,1,Ohio companies export more goods and services globally than 41 other states.
9326,0,Says Jon Runyan voted to end programs to aid homeless veterans.
9328,0,"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006."""
9329,1,More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.
9330,1,Richard Nixon released tax returns when he was under audit.
9331,1,Says Texas lawmakers in 2011 ordered school districts to test every student on their respiratory system and weight.
9332,0,Im the only candidate for governor whos rolled out any policies so far.
9333,0,On a government spending freeze.
9336,1,"The HOPE scholarship has helped turn our University System into one of the best in the Southeast, with two institutions ranked in the top 20 of public universities in the country."
9339,1,"Says in his years as a Texas legislator, we passed three pay increases for teachers and provided them with health insurance."
9340,0,Ronald Reagans philosophy of peace through strength is why the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in.
9341,0,Says gun ownership information could be recorded and collected by the federal government and insurance companies as part of the federal health care law.
9342,1,"Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent."
9344,1,Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.
9345,1,"As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Irans nuclear program and got Russia and China to support them."
9348,1,The federal government borrows $4 billion every day.
9349,1,"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons."
9350,0,"Under the Romney/Ryan budget, interest rates on federal student loans would be allowed to double."
9351,0,Says we had to cut 13 billion dollars in state spending over two years.
9352,1,Obamas job approval rating is up.
9353,0,Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesnt even have to pay federal income taxes.
9355,0,President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.
9357,0,"When the Affordable Care Act was signed, 17 million American children had a pre-existing condition and were uninsurable."
9358,1,Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.
9359,0,"Preventive care saves money, for families, for businesses, for government, for everybody."
9361,1,"In Florida, its not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse."
9363,0,Says scientists are in dispute over whether being gay is a choice.
9364,0,The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.
9365,0,Says the Koch brothers want to protect tax cuts for companies that ship our jobs overseas.
9367,1,"15 years ago, cancer drugs cost an average of $10,000 a year. Now its $10,000 a month."
9368,0,Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.
9369,1,There are 3 million jobs that go vacant each month in this country.
9371,1,"Since 1990, in inflation-adjusted dollars, per-student funding of the (Florida) state university system from general revenue has dropped by about $4,000."
9372,0,"Kasichs budget raised taxes by billions, hitting businesses hard and the middle class even harder."
9373,1,"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush."
9374,0,"Joe, I keep hearing you every morning talking about the biggest tax increase in history, but you don't mention it's also the biggest tax cut in history.''	health-care,taxes	richard-durbin	Senator	Illinois	democrat	0	2	1	0	1	a comment on the Morning Joe'' show on MSNBC."
9376,1,"Texas population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now."
9377,0,"Palin had ""executive experience"" in the PTA."
9378,1,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met."
9379,0,"The newly created state Immigration Enforcement Review Board can actually prosecute, and get them [violators] into jail, if we bring in the attorney general."
9380,1,"Wisconsins concealed-carry permit rules demand more proof than other states that safety training requirements are met, rendering all existing (training) certificates insufficient as part of the permit application"
9381,1,The city of Atlanta has $56 million in its reserves.
9382,1,"Even though men comprise 49% of the population, they hold 80% of the lawmaking power in the Legislature (144 of 181 seats)."
9383,1,The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.
9385,0,Solar panels drain the suns energy.
9387,0,Says some Austin school district classrooms lack electrical outlets.
9388,1,"Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008."
9389,0,The elimination of essentially every automobile would be offset by one volcano exploding.
9391,1,"Since 2008, we have cut 5,000 positions from Virginia public schools."
9392,0,The presidents proposed budget will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president.
9394,0,"The 90 percent statistic ofsupporting background checks, thats been debunked."
9395,1,Bob Barr has changed his position on the Defense of Marriage Act over the years.
9396,0,Youth unemployment is through the roof.
9397,1,Says 55 percent of council members have come from area where only 10 percent of Austinites live.
9398,1,The transportation sales tax would cost the average consumer an estimated $112 a year.
9400,0,Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.
9401,0,"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party."
9403,0,The attorney general requires that rape victims pay for the rape kit.
9404,0,Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.
9405,1,Says there are half as many students in one Georgia technical college than there were two years ago.
9406,0,"A recent Obama executive order could lead to a number of investigations by Interpol in the United States, potentially aimed at American officials."
9407,0,"If you are driving on average in America this summer, you'll save according to Department of Energy figures about $70."
9408,0,"Says We do about 300 investigations a year into housing discrimination and in recent years have put about $150,000 of damages into the pockets of individuals who have been treated unfairly."
9409,0,Says Jim Renacci opposed increasing combat bonuses for our troops.
9410,1,46 percent of women between the age of 16 to 24 despise sexual contact in Japan.
9412,0,The President wants the U.S. to sign on to the U.N.s International Criminal Court.
9416,1,"Mitt Romney opposed the gun lobby, even Ronald Reagan."
9417,1,Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.
9418,1,Theres no statistical evidence that a waiting period for handgun purchases reduces violence whatsoever.
9419,1,The U.S. Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying (citizenship on) the voter rolls.
9420,0,Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.
9423,0,The United States is not modernizing its nuclear weapons.
9424,0,I don't describe your plan as amnesty in my ad. I don't call it amnesty.
9426,1,"The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America."
9427,0,"What I have done -- and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense, lets get rid of them."
9428,0,"When the mayor of Providences brother wrote over 100 grand in bad checks to the city, Joe Fernandez didnt have the guts to prosecute him. He let him off the hook."
9429,0,Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.
9430,0,Soy ... el nico official estatal quin es un hombre de negocios.
9431,0,Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs.
9432,0,Says Rick Perry said theres an administrator for every teacher in Texas public schools.
9433,1,Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.
9436,0,"The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus."
9437,0,The health care reform bill is the largest tax increase in U.S. history.
9439,1,More than 30 cents of every state tax dollar goes to Medicaid.
9442,1,My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.
9443,1,We have not had unemployment this high for this long since the Great Depression.
9444,0,Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.
9445,0,Congressman Duffy has long record of voting against VA backlog fixes.
9446,0,There were fewer civilian casualties in Cambodia than there have been from American drone attacks.
9447,1,Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.
9448,0,"By the word religion in the First Amendment, the founders meant Christianity."
9449,1,"NFL players are living, on average, longer than the average male."
9450,0,Republican candidate for governor Nathan Deal explicitly voted to fund abortions ...
9451,0,I won the majority of the Republican vote in both New Hampshire and South Carolina.
9452,0,Says Ralph Hall is the oldest member in Congress ever.
9453,1,Fifteen out of the 20 most polluted cities in the world are in India and China.
9454,0,"Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations, but Virginias law was too weak."
9457,1,"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama."
9459,0,"Under Barack Obama and the big government economy, the median wage for women has dropped $733."
9460,1,Austins the fastest-growing city in the country the last five years.
9464,0,"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans."
9465,1,"For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year."
9467,1,U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!
9468,0,Our kids cant openly celebrate Christmas or pray in school.
9469,1,"Her opponent: zero times a judge, zero rulings, zero experience on the bench."
9471,1,Less than four cents of every health care dollar is spent on prevention and public health.
9472,1,"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year."
9474,1,Says Texas law requires state agencies to give preference to goods produced and grown in Texas.
9476,1,"New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys."
9477,0,Says Pete Gallego went and lobbied after you fired him from Congress.
9478,0,"But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week."
9479,0,Americans invented the automobile.
9480,1,"Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms."
9484,0,The new health care law will force seniors into Barack Obamas government-run health care program.
9486,1,I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.
9487,1,Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.
9488,1,Health care reform will not affect veterans' benefits.
9490,0,Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima
9491,1,BP is setting up claims offices throughout the state.
9492,0,Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.
9493,0,Says Patrick Murphy advocated for cuts to Social Security and Medicare.
9494,0,"Within a few years, we will be spending more on interest payments than on national security."
9497,1,David Beckhams soccer stadium would get a special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.
9499,0,Says Ted Strickland admits his record on jobs and taxes is mixed and spotty.
9500,1,"China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars."
9501,0,On the success of Cash for Clunkers
9502,1,Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.
9504,1,"The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news."
9505,1,A record number of immigrants not from Mexico are being apprehended at the border.
9506,0,Social Security and Medicare are a Ponzi scheme.
9507,0,"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people."
9509,0,The majority actually want single-payer health care.
9510,0,America has already taken in one-fourth of Mexicos entire population.
9511,0,Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.
9512,0,Hillary Clinton believed NAFTA was a 'boon' to our economy.
9513,0,"Thurbert Baker kept a teen in jail ""who didn't even commit a felony."""
9514,0,A Texas law says that you cant shoot bears out of the second floor of a window.
9517,0,"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you."""
9518,0,"Who are the most consistently misinformed media viewers? Fox viewers, consistently, every poll."
9520,1,"Under Gov. Scott Walkers proposals, Money is being taken away from workers, and the tax breaks given to major corporations."
9521,1,"There are close to 900,000 unemployed veterans in America right now."
9522,0,Virginia House Speaker Bill Howell is allied to group pushing MIXED SEX BATHROOMS in Stafford Schools.
9527,1,"There are fewerwars, there are fewerpeople dying in wars now than there have been in quite some time."
9529,0,Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.
9530,0,Only 25 percent of what people buy is subject to Rhode Islands sales tax.
9531,1,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.
9532,1,The post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.
9533,0,Says 74 percent of small-business people believe that Obamacare is a bad idea.
9535,1,"Texas has installed more wind power than any other state, and all but four countries."
9540,0,"After President Barack Obamas health care law takes full effect, 100 percent of Americans will depend on some form of federal payment, some form of government benefit to help provide for them."
9541,1,Says Texas lawmakers last year expanded public educations share of state spending.
9543,0,"Under Barack Obamas watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives."
9545,0,The sequester has already lost 1.6 million jobs.
9547,1,A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.
9548,0,"Arkansas Democratic congressional candidate Chad Causey was a Washington, D.C. bureaucrat."
9549,1,Says Milken Institute rated San Antonio as nations top-performing local economy.
9550,1,A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.
9553,0,Social science is irrefutable that children are better off being raised by a mom and a dad.
9554,1,"Twelve percent of the garbage collected in those SOLV cleanups, by volume, is plastic bags."
9556,0,Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.
9558,0,Says Gov. Chris Christie has embarked on a tour to demand that New Jerseys Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.
